Malaria is one of the killer diseases.,Omusujja gw'ensiri y'emu ku ndwadde zinnamutta.,,
The ministry wishes Ugandans a happy Easter holiday,Minisitule eyagaliza bannayuganda amawummula g'amazuukira amalungi,,
People have acquired knowledge on how to protect themselves from this disease.,Abantu bafunye amagezi ku ngeri gye bayinza okwekuumamu ekirwadde kino.,,
Ugandans should not be worried.,Bannayuganda tebalina kweralikirira.,,
Parents should be educated on how to protect the girl child.,Abazadde balina okusomesebwa ku ngeri y'okukuumamu omwana ow'obuwala.,,
It is a very dangerous disease with dangerous symptoms,Ndwadde nkambwe nnyo erina n'obubonero bwayo bukambwe.,,
Ugandans should be careful because new cases have been found in Congo,Bannayuganda balina okwegendereza kubanga abalwadde abapya bazuuliddwa e Congo,,
People in Africa are not bothered about the dangers associated with hepatitis,Abantu mu Africa tebeeraliikiridde ku bulabe obuleetebwa obulwadde bw'ekibumba.,,
We shall not rest until people are free from malaria,Tetujja kuwummula okutuusa ng'abantu tebakyalina musujja gwa nsiri.,,
The minister calls upon people not to believe in false information running on social media,Minisita akubiriza abantu obutakkiririza mu mawulire ga kifere agatambulira ku mikutu gy'amawulire,,
Uganda is safe and has no Ebola cases,Uganda eri bulungi era terina balwadde ba Ebola,,
Hepatitis can be prevented if one takes the three vaccines,Obulwadde bw'ekibumba busobola okutangirwa singa omuntu agemebwa emirundi esatu,,
People affected by ebola will be given continuous support.,Abantu abakoseddwa obulwadde bwa Ebola bajja kuweebwa obuyambi entakera.,,
The dangers of this disease will be assessed and remedies will be provided.,Obulabe bw'endwadde eno bujja kwekenneenyezebwa era wabeerewo ekikolebwa.,,
The ministry informed people about the importance of exercising,Minisitule yategeeza abantu ku bulungi bw'okukola dduyiro,,
The ministry will do countrywide sensitization on Ebola prevention,Minisitule eejja kubunyisa eggwanga lyonna ku ngeri y'okutangiramu Ebola.,,
The health summit will enforce strategies in order to tackle health challenges,Olukungaana lw'ebyobulamu lujja kubiriza emitendera okusobola okwengaanga okusomoozebwa kw'ebyobulamu,,
Various prevention measures have been put in place.,Engeri ez'enjawulo ez'okutangiramu obulwadde ziteekeddwawo.,,
Have a joyful Saturday and Sunday.,Nkwagaliza olw'omukaaga ne Sande ez'essannyu.,,
Malaria takes lives and affects pregnant women.,Omusujja gw'ensiri gutta abantu era gukosa abakyala b'embuto.,,
This disease has a number of complications.,Obulwadde buno bulina obuzibu bungi.,,
This type of cancer affects mostly women who have intercourse with multiple partners.,Ekika Kya Kkookolo kino kisinga kukosa bakyala abeegatta mu nsonga z'ekikulu n'ababeezi ab'enjawulo.,,
Our medics are working hand in hand with centres for disease control.,Abasawo baffe bakolagana n'ebitongole ebiziyiza endwadde.,,
The facility established will mostly work on surgical operations.,Ekifo ekiteereddwawo kijja kusinga kukola kukulongoosa.,,
This disease affects mostly women in different ways.,Ekirwadde kino kisinga kukosa bakyala mu ngeri ez'enjawulo.,,
Our pharmacists will inform the public about how hardened some diseases are to drugs.,Abakugu mu by'eddagala bajja kutegeeza abantu engeri eddagala gye litasobola kukola ku ndwadde ezimu.,,
Various efforts are being done to ensure improved medical statuses through sensitization.,Amaanyi ag'enjawulo gali mu kukolebwa okwongeza embeera z'ebyobulamu okuyita mu kusaasaanya amawulire.,,
This kind of disease will be eradicated soon.,Ekika ky'obulwadde kino kijja kumalibwawo mangu.,,
Citizens will be engaged to create a solution for disease control.,Bannansi bajja kwebuuzibwako okusobola okufuna engeri y'okuwonya obulwadde.,,
The medical body seeks to understand how citizens manage amidst having the disease.,Ekitongole ky'ebyobulamu kyetaaga okumanya engeri bannansi gye babeerawo n'obulwadde.,,
People are being provided with knowledge about the disease,Abantu bali mu kuweebwa magezi ku bikwata ku bulwadde.,,
The medical and the newspaper team are running health adverts this week.,Abasawo n'abamawulire bakola bulango obukwata ku byobulamu wiiki eno.,,
Medicine will be manufactured locally which will ease accessibility.,Eddagala lya kukolebwa wano mu ggwanga ekinayanguya mu kulifuna.,,
New facilities will be established to assist in fighting specific medical problems.,Ebifo ebipya bijja kuzimbibwa okuyambako mu kulwanyisa endwadde ezimu.,,
Health workers will be given the support they need to find solutions for existing challenges.,Abasawo bajja kuweebwa obuyambi bwe beetaaga okusobola okumalawo ebisoomooza ebiriwo.,,
The cancer institute has done a very wonderful job.,Eddwaliro lya Kkookolo likoze omulimu omusufu ennyo.,,
General cleanliness is a basic requirement in every home.,Obuyonjo kintu ekikulu ekyetaagisa mu buli maka.,,
Let us applaud his contribution to the country,Ka tusiime byakoledde eggwanga,,
The commissioner has served the people of Uganda very well  ,Kamiisona aweerezza bannayuganda bulungi nnyo,,
New health facilities have been established to improve medical services,Ebifo ebijjanjabibwamu ebibya bizimbiddwa okutumbula obuweereza bw'ebyobulamu.,,
Women have to be empowered to access and carry out different activities,Abakyala balina okuweebwa omukisa okufuna n'okukola ebintu ebyenjawulo,,
The full dose for tuberculosis is taken for a long period of time,Ddoozi y'akafuba ennamba ogimirira ebbanga ddene,,
Women will have access to free medical services which will improve their lives,Abakyala bajja kusobola okufuna ebyobulamu ku bwereere ebinaalongoosa obulamu bwabwe.,,
Let us go for check-ups,Tugende tukeberebwe,,
We should embark on informing people and encouraging them to vaccinate,Tulina okwenyigira ku ky'okutegeeza abantu n'okubakubiriza okugema,,
Ugandans are still safe from the ebola virus outbreak,Bannayuganda bakyali bulungi okuva ku kubalukawo kw'akawuka ka ebola.,,
How can we help people who have hearing problems?,Tuyinza kuyamba tutya abantu abalina obuzibu bw'okuwulira?,,
Malaria has become an extremery dangerous disease,Omusujja gw'ensiri gufuukidde ddaala gwa bulabe,,
A personal assessment will be carried out for records and archives purposes.,Omuntu ajja kujjibwako obubaka olw'okukuuma n'okutereka ebiwandiiko.,,
The different stakeholders met to discuss medical challenges in villages.,Abakwatibwako ensonga ab'enjawulo baasisinkanye okubaganya ebirowoozo ku kusomoozebwa ku by'ekisawo mu byalo.,,
The new medical facility has reached the final stages,Ekifo ky'ebyekisawo ekipya kituuse ku mitendera egisembayo,,
Leaders will be educated about several ways to combat different infections,Abakulembeze bajja kubangulwa ku ngeri ez'enjawulo ez'okutangiramu obulwadde,,
Medical facilities are being improved to the standard.,Ebifo by'ebyekisawo biri mu kulongoosebwa okutuuka ku mutindo.,,
We need to make sure there are no mosquito-infested areas near our homes.,twetaaga okukakasa nti tewali bifo birimu nsiri byetoolodde maka gaffe.,,
Uganda will have access to better drugs in the future.,Uganda ejja kuba esobola okufuna eddagala eddungi mu biseera by'omumaaso.,,
Our workers should go and enjoy themselves on this special day.,Abakozi baffe balina okugenda ne banyumirwamu ku lunaku luno olukulu.,,
People should work together and combat diseases.,Abantu balina okukolera awamu okulwanyisa endwadde.,,
We should spray all mosquito habitats near our homes.,Tulina okufuuyira ebifo ensiri we zibeera okulinaana amaka gaffe.,,
Girls should be vaccinated for cervical cancer.,Abawala balina okugemebwa Kkookolo w'omumwa gwa nnabaana.,,
Collective efforts are in place to defeat one of the most dangerous diseases.,Amaanyi agawamu gateereddwawo okuwangula endwadde esingayo obulabe.,,
People were educated and they understood the importance of screening and testing.,Abantu bayigirizibwa ne bategeera omugaso gw'okukebera n'okwekebejja.,,
Children should be educated on how to avoid HIV and stay healthy.,Abaana balina okusomesebwa ku ngeri y'okwewalamu akawuka ka siriimu ne basigala nga balamu.,,
The need for better liverihood leads to the creation of better policies for homeless  people.,Obwetaavu bw'okusitula omutindo gw'ebyobulamu guleetera okutondawo enkola ennungamu ez'abantu abatalina we babeera.,,
The efforts to eradicate malaria are underway headed by the Minister of Health,Kaweefube w'okumalawo omusujja gw'ensiri ziri nteekateeka nga zikulembeddwamu minisita w'ebyobulamu.,,
Partnerships with other countries were established to increase health supplies,Omukago n'amawanga amalala zagunjibwawo okwongera ku byetaagisibwa mu byobulamu.,,
The ministry of health wants to improve the quality of oxygen in referral hospitals,Ekitongole ky'ebyobulamu kyagala kulongoosa mutindo gw'omukka oguyamba abalwadde okussa mu malwaliro awasindikibwa abalwadde,,
Cholera has broken out in Kampala because of poor hygiene.,Kkolera abaluseewo mu Kampala olw'obukyafu.,,
We should ensure proper sanitation to avoid diseases.,Tulina okukuuma obuyonjo okwewala endwadde.,,
Sensitization programs for pregnant mothers should be revised.,Pulogulaamu z'okumanyisa bamaama abali embuto zirina okuddibwamu.,,
Efforts are taking place to combat the ebola virus outbreak,Amaanyi gateekebwamu okumalawo okubalukawo kw'akawuka ka ebola.,,
We give the latest information about different activities.,Tuwa obubaka obuliko ku mirimu egy'enjawulo.,,
Politically inspired demonstrations are dangerous.,Obwegugungo obuvudde ku byobufuzi bwa bulabe.,,
Peace and stability are important in every country.,Eddembe n'obutebenkevu bya mugaso mu buli ggwanga.,,
We have to move cautiously until everything has settled.,Tulina okutambula n'obwegendereza okutuusa nga buli kintu kiwedde.,,
Birds are enjoying themselves in the air,Ebinyonyi by'eyagalira mu bbanga,,
Uganda is in the Subsaharan part of Africa.,Uganda eri mu bukiikaddyo bw'ekyeya Sahara.,,
People are going to the villages to spend the festive season,Abantu bagenda mu byalo okubeerayo mu biseera by'nnaku enkulu,,
People should fulfil their family obligations.,Abantu balina okutuukiriza obuvunaanyizibwa bwabwe obw'amaka.,,
Miker Arteta was recruited to win the football league.,Miker Arteta yaleetebwa kuwangula liigi y'omupiira.,,
Some designers have created new stylish Muslim attires.,Abambazi abamu batonzeewo ebyambalo by'abasiraamu ebipya.,,
All pensioners should be given their money without fail,Bonna abalina okufuna akasiimo balina okuweebwa ssente zaabwe awatali kulemererwa,,
We need to reach Masaka very fast,twetaaga okutuuka e Masaka mu bwangu ddaala,,
The Professor will execute his duties and responsibilities systematically,Kakensa ajja kutuukiriza emirimu gye n'obuvunaanyizibwa bwe mu mitendera.,,
People should resort to bodabodas as the alternative system of transport,Abantu balina okweyunira bbooda bbooda nga engeri endala ey'entambula,,
People are on their way to celebrate  and enjoy the festive season,Abantu bali mu lugendo okujaguza n'okunyumirwa nnaku enkulu.,,
Everything is now going to be fine,Buli kimu kati kigenda kuba bulungi,,
The historicals will be remembered for their contributions towards the country.,Bannabyafaayo bajja kujjukirwa olw'ebyo bye baakolera eggwanga.,,
My wife needs to work hard and establish other sources of income,Mukyala wange yeetaaga okukola ennyo okusobola okufuna ebintu ebirala eby'okuggyamu ssente,,
Some rich men act arrogantly.,Abasajja abagagga abamu tebalina nsa.,,
The challenges faced by people need immediate solutions.,Okusoomoozebwa abantu kwe bayitamu kwetaaga kukolwako mangu.,,
The lawbreakers have been taken to the courts of law,Abamenyi b'amateeka batwaliddwa mu mbuga z'amateeka,,
Ugandan airlines has been re-established,Entambula y'ennyonyi mu ggwanga ezziddwawo.,,
Cryptocurrency has no rules governing it,Okuzaaza mu ssente tekulina mateeka gakufuga.,,
The youth should be sensitized and educated about what is best for their lives,Abavubuka balina okumanyisibwa n'okusomesebwa ku biki ebirungi mu bulamu bwabwe.,,
Ugandans appreciate the efficiency and development     s taking place,Bannayuganda beebaza obwangu n'enkulaakulana eriwo.,,
The new development     s are convenient and user friendly,Enkulaakulana empya eriwo nnungi era nnyangu ya kukozesa.,,
Let us go to a place where our children will be happy,Ka tugende mu kifo abaana baffe gye banaasanyukira,,
"This is real fun, make sure you are part of it.","Guno omuzannyo gwa ddaala, fuba okulaba ng'oli ku kitundu ku gwo.",,
People are already excited about today.,Abantu basanyufu olwa leero.,,
Let us keep the togetherness at all costs.,Tukuume obumu mu ngeri yonna.,,
We can enjoy and play the way we want.,Tusobola okunyumirwa n'okuzannya mu ngeri gye twagala.,,
Cancer of the cervix is a deadly disease.,Kkookolo w'omumwa gwa nnabaana bulwadde bwa bulabe nnyo.,,
Children are a blessing from God.,Abaana mukisa okuva eri Katonda.,,
Ugandans are great people.,Bannayuganda bantu ba nkizo.,,
Black Friday is normally in November.,Black Friday etera kubaawo mu Museenene.,,
People buy more on Black Friday.,Abantu bagula nnyo ku Black Friday.,,
Product prices are always low on black Friday.,Emiwendo gy'ebyamaguzi gitera kubeera wansi ku black Friday.,,
Most taxi drivers are indisciplined.,Abavuzi ba ttakisi abasinga tebalina mpisa.,,
The Internet is the source of knowledge latery.,Omutimbagano nsibuko ya kumanya.,,
Fundraising is one way to get money.,Okusonda emu ku ngeri y'okufuna ssente.,,
Violence against humanity is bad,Okutyoboola kw'eddembe ly'obuntu kibi.,,
How do you support women?,Owagira otya abakazi?,,
A marathon is a long-distance race.,Mubunabyalo kwe kudduka emisinde emiwanvu.,,
The analysis shows that young leaders are most likely to win the elections.,Okwekenneenya kulaga nti abakulembeze abato bandiwangula okulonda.,,
Physical activities are good for our health.,Dduyiro mulungi eri obulamu bwaffe.,,
Accidents are common on that highway road.,Obubeje bungi ku luguudo olwo.,,
We can fight against cancer by creating public awareness.,Tusobola okulwanyisa Kkookolo nga tumanyisa abantu.,,
Poor pay leads to crime.,Ensasula embi ereetera emisango.,,
Can you believe that elections are next month?,Osobola okukkiriza nti okulonda kwa mwezi gujja?,,
Every year we participate in the marathon.,Buli mwaka twetaba mu misinde mubunabyalo.,,
Very many terevision and radio stations have come up in Kampala,Ttivvi ne laadiyo nnyingi zitandikiddwawo mu Kampala.,,
Who was Uganda's first president?,Ani pulezidenti wa Uganda eyasooka?,,
Has the game started?,Omuzannyo gutandise?,,
Ugandans like traverling a lot.,Bannayuganda baagala nnyo okutambula.,,
Leaders are responsible for maintaining peace in their communities.,Bakulembeze balina obuvunaanyizibwa okukuuma eddembe mu bitundu byabwe.,,
Is that interview live?,Yintaviyu eyo ekolebwa kati?,,
Entebbe is the only international airport in Uganda.,Entebbe kye kisaawe ky'ennyonyi kyokka mu Uganda ekiri ku mutindo gw'ensi yonna.,,
The wedding is live on terevision.,Embaga eragibwa butereevu ku terefalina.,,
Smugglers always put their lives on the line.,Abakukusa ebyamaguzi batera okuteeka obulamu bwabwe mu katyabaga.,,
Have you watched that movie before?,Wali walaba ku firimu eyo?,,
There is a lot of land grabbing in your area.,Ekibbattaka kingi mu kitundu kyammwe.,,
To resolve this conflict both leaders have to meet.,Okumalawo akakuubagano kano abakulembeze bombi balina okusisinkana.,,
I need to learn how to bake cakes and bread.,Neetaaga okuyiga bwe bafumba kkeeki n'omugaati.,,
Soldiers can also participate in sports.,Asirikale nabo basobola okwetaaba mu byemizannyo.,,
News updates are starting at any time.,Amawulira amapya gatandika obudde bwonna.,,
There is a lot of traffic on the road.,Akalippagano kangi nnyo ku luguudo.,,
Actors and artists are now pursuing politics.,Bannakatemba ne bannabitone kati bali mu byabufuzi.,,
Deregates from other countries are always welcome.,Abakungu okuva mu nsi endala bulijjo baanirizibwa.,,
This disease has affected all the people in our community.,Ekirwadde kino kikosezza abantu bonna mu kitundu kyaffe.,,
The speaker has addressed all the deregates from other countries.,Omwogezi yayogeddeko eri abakungu bonna okuva mu nsi endala.,,
That style of dancing has become famous latery.,Omusono gw'amazina gwettaniddwa nnyo ebiseera bino.,,
Parliament sits only two days in the week.,paalamenti etuula nnaku bbiri zokka mu wiiki.,,
To be a Christian leader you must study theology.,Okubeera omukulembeze w'abakrisitaayo olina okusoma ebyeddiini,,
Students danced and sang for our guests.,Abayizi baazina wamu n'okuyimbira abagenyi baffe.,,
Women empowerment programs are put in place,Pulogulaamu z'okusitula abakyala ziteekeddwawo.,,
Politicians from the north have been more influential than ever.,Bannabyabufuzi okuva mu bukiikakkono babadde ba nkizo nnyo ekibadde tekibangawo.,,
The president appoints young leaders.,Pulezidenti alonda abakulembeze abato.,,
Why did the coach substitute that player?,Lwaki omutendesi yaggyamu omuzannyi oyo?,,
How should we pray?,Tuyinza kusaba tutya?,,
Commonwealth conferences are to be held in Uganda.,Enkiiko z'amawanga agaafugibwa Bungereza zaakutuula mu Uganda,,
Those two buildings look alike.,Ebizimbe ebyo ebibiri bifaanagana.,,
Everyone talks about sports.,Buli omu ayogera ku byemizannyo.,,
What you need to know when putting up the kitchen.,Bye weetaaga okumanya ng'oteekawo effumbiro.,,
We have the liberty to worship God.,Tulina eddembe okusinza Katonda.,,
He was asked many questions during cross-examination by the lawyers.,Yabuuzibwa ebibuuzo bingi mu kaseera k'okuwa bannamateeka obujulizi.,,
Court orders have effects on investors.,Ebiragiro bya kkooti birina kye bitegeeza eri bamusigansimbi.,,
You are welcome to enrol at our university.,Oyanirizibwa okwewandiisa ku ssettendekero yaffe.,,
A businessman has given some of the properties to his son.,Omusuubuzi awadde mutabani we ebimu ku bintu bye.,,
The World Health Organisation has rereased a report about children.,Ekitongere ky'ensi yonna eky'ebyobulamu kiwadde alipoota ku baana.,,
Players have to sign contracts with their clubs,Abazannyi balina okussa emikono ku ndagaano ne ttiimu zaabwe.,,
Marriages are intended for grown-ups.,Obufumbo buteekeddwa kukolebwa abo abakuze.,,
Uganda is producing more electricity than ever.,Uganda efulumya amasannyalaze mangi ekitabangawo.,,
Interest rates have been lowered for the people.,Abantu bakendeerezeddwa ku magoba.,,
People do not know what they want.,Abantu tebamanyi kye baagala.,,
Who are the most famous murderers?,Batemu ki abakyasinze okumanyika?,,
Schools are expected to open next month.,Amasomero gasuubirwa okuggulawo omwezi ogujja.,,
Legal experts interpret the laws to the public.,Bannamateeka abakugu bataputira abantu amateeka.,,
Pupils in rural areas are studying under trees.,Abayizi mu byalo basomera wansi wa miti.,,
Reckless driving leads to many accidents.,Okuvugisa nga teweegendereza kireeta obubenje bungi.,,
Is it normal for businessmen to get loans from the bank?,Kya bulijjo abasuubuuzi okwewola mu bbanka?,,
Whose properties are those?,Ebyo ebintu by'ani?,,
Be updated with the latest news.,Beera ng'omanya amawulire agaakagwawo.,,
Leaders are setting up programs to help their communities.,Abakulembeze bassaawo pulogulaamu okuyamba ebitundu byabwe.,,
Murder suspects are to appear before the court today.,Abateeberezebwa ogw'obutemu baakulabikako mu kkooti leero.,,
Farmers are expected to get high profits from their sales.,Abalimi basuubirwa okufuna amagoba mangi mu bye batunda.,,
What is the security situation in your area?,Embeera y'ebyokwerinda eri etya mu kitundu kyammwe.,,
Mobile money agents are involved in recent crimes.,Bakitunzi ba mobayiro mmane babadde nnyo mu misango gye buvuddeko.,,
The army is patrolling every night.,Amagye galawuna buli kiro.,,
Leaders are bringing change in their districts.,Abakulembeze baleeta enkyukakyuka mu disitulikiti zaabwe.,,
Students can do a masters in any course of their choice.,Abayizi basobola okusoma ddiguli eyookubiri mu kkoosi yonna gye beeyagalidde.,,
This place is associated with a lot of murder.,Ekifo kirimu nnyo ettemu.,,
Leaders encourage youths to start small businesses.,Abakulembeze bakubiriza abavubuka okutandikawo bubizinensi obutonotono.,,
Trade between  these countries is being promoted by their leaders.,Obusuubuzi wakati w'amawanga gano butumbulwa bakulembeze baago.,,
People no longer mind about others but prioritise Selfish interests.,Abantu tebakyafaayo ku balala wabula bakulembeza bibagasa nga bbo.,,
Why young people engage in corruption?,Lwaki abantu abato beenyigira mu kulya enguzi?,,
The court is questioning the council over its recent actions.,kkooti ebuuza akakiiko ku bikolwa byako ebiyise.,,
This new drug really works well  .,Eddagala eppya mu butuufu likola bulungi.,,
The rise of African leaders to power.,Okuganja kw'abakulembeze abafirika mu buyinza.,,
You should consider using grass for your home compound.,Oteekeddwa okulowooza ku kukozesa omuddo mu luggya lw'amaka go.,,
A new drug is expected to be on market soon.,Eddagala eppya lisuubirwa okuba ku katale mu kaseera akatali ka wala.,,
The suspects have been granted bail,Abateeberezebwa bateereddwa ku kakalu ka kkooti.,,
"Due to poor ruling, the magistrate was shot and this caused panic.","Olw'ensala embi, omulamuzi yakubiddwa essasi era kino kyaleeseewo akasattiro.",,
Student loans are available now.,Ssente z'abayizi ezeewolebwa weeziri kati.,,
Money given to people by politicians should instead be used to improve community services.,Ensimbi eziweebbwa abantu okuva mu bannabyabufuzi zandibadde zeeyambisibwa okutumbula obuweereza mu kitundu.,,
The city authority has made it a priority to install street lights.,Ekitongole ekivunaanyizibwa ekibuga kikoze okusalawo okusinga okuteekawo ebitaala by'oku nguudo.,,
Police have been investigating this murder for some time.,Poliisi ebadde enoonyereza ku musango gw'obutemu guno okumala ebbanga.,,
Top taxpayers in the country have been named.,Abasinga okuwa omusolo mu ggwanga banokoddwayo.,,
Best teachers to be announced this week.,Abasomesa abasinze baakulangirirwa wiiki eno.,,
Serving in the supreme court requires a lot of experience.,Okuweereza mu kkooti ensukkulumu kyetaagisa obumanyirivu bungi.,,
They use a new vehicle for kidnapping.,Bakozesa emmotoka mpya okuwamba abantu.,,
Most people do not go for medical checkups not until its late.,Abantu abasinga tebagenda kukeberebwa okutuusa nga obudde buyise.,,
The government wants to reduce congestion in the city centre.,Gavumenti eyagala kukendeeza ku mujjuzo mu kibuga wakati.,,
The border was closed due to misunderstandings between  the two countries.,Ensalo yaggalwa olw'obutategeeragana wakati w'amawanga gombi.,,
The police are looking into kidnapping reports that are happening around Kampala.,Poliisi etunula mu alipoota z'okuwamba bantu okwetooloola Kampala,,
To get the latest updates around Kampala you have to read newspapers.,Okufuna amawulire agaakagwawo okwetooloola Kampala olina okusoma empapula z'amawulire.,,
Government has decided to register all people with personal guns.,Gavumenti esazeewo okuwandiika abantu bonna abalina emmundu ez'obwannannyini.,,
"Without a king, the kingdom can never be stable.","Awatali kabaka, obwakabaka tebusobola kutebenkera.",,
The public should be aware of another Ebola outbreak.,Abantu balina okuba nga bamanyi ku kubalukawo kwa Ebola okulala.,,
Uganda gets more money from foreign organisations than from its taxes.,Uganda efuna ensimbi nnyingi okuva mu bitongole by'ensi z'ebweru okusinga eziva mu misolo gyayo.,,
The construction of a dam on Murchison Falls has been put on hold.,Okuzimba ebbibiro ku Murchison Falls kuyimiriziddwa.,,
To get the latest updates around Uganda you have to listen to the radio.,Okufuna ebyakagwawo okwetoloola Uganda olina kuwuliriza laadiyo.,,
Kampala should not have street children around the city centre begging for money.,Kampala terina kubaamu baana ba ku nguudo mu makkati gaayo nga basabiriza ssente.,,
Ugandan companies also want to get huge construction projects from the government.,kkampuni za Uganda nazo zaagala okufuna pulojekiti z'okuzimba ennene okuva mu gavumenti.,,
There is a lot of talk about the presidential address.,Okwogera kungi ku kwogera kw'pulezidenti.,,
You build your house in a swamp or forest at your own risk.,Ozimba ennyumba yo mu kitoogo oba mu kibira ku lulwo.,,
Women and girls need protection from the government.,Abakyala n'abawala beetaaga obukuumi okuva mu gavumenti.,,
Marriage has it is good and bad.,Obufumbo bulina ebirungi byabwo n'ebibi.,,
The government is trying to keep the city centre clean.,Gavumenti egezaako okukuuma amasekkati g'ekibuga nga mayonjo.,,
The government has the power to influence activities in all organisations.,Gavumenti erina obuyinza okusalawo enzirukanya y'emirimu mu bitongole byonna.,,
Heavy rains can lead to the collapse of poorly constructed bridges.,Enkuba ennyingi esobola okuviirako okwonooneka kw'entindo ezaazimbibwa obubi.,,
Religious leaders are having a misunderstanding.,Abakulembeze b'enzikiriza balina obutategeeragana.,,
Uganda has a lot of nice places for tourists.,Uganda erina ebifo eby'abalambuzi ebirungi bingi.,,
"Due to the coronavirus  , all worshipping places were closed","Olw'akawuka ka kolona, ebifo by'okusinza byonna by'aggalwa.",,
Wishing someone a good holiday just shows you care.,Okwagaliza omuntu oluwummula olulungi kiraga nti ofaayo.,,
The government is going to start checking the quality of food sold to people.,Gavumenti egenda kutandika okukebera mutindo gw'emmere eguzibwa abantu.,,
Murders are on the increase in the neighbourhood,Abatemu beeyongedde ku muliraano.,,
The deceased's relatives can decide where to bury their loved one.,Abatemu beeyongedde ku muliraano.,,
The former prime minister will be buried today.,Eyaliko ssaabaminisita ajja kuziikibwa leero.,,
I can't buy newspapers.,Sisobola kugula mpapula z'amawulire.,,
Cutting down trees on a large scale is very dangerous.,Okutema emiti mu bungi kya bulabe nnyo.,,
Uganda Martyr's day is highly celebrated  in Uganda.,Olunaku lw'abajulizi ba Uganda lukuzibwa nnyo mu Uganda.,,
Government has decided to increase the salaries of teachers.,Gavumenti esazeewo okwongeza emisaala gy'abasomesa.,,
Doctors in private hospitals get better salaries than those in government hospitals.,Abasawo mu malwaliro ag'obwannannyini bafuna emisaala emirungi okusinga abo abali mu ga gavumenti.,,
Landlords in Kampala are to start paying taxes for their houses.,Bannannyini bizimbe mu Kampala baakutandika okusasula emisolo gy'ebizimbe byabwe.,,
"Because of poverty, parents are no longer providing the best for their children.","Olw'obwavu, abazadde tebakyayinza kuwa baana baabwe ekyo ekisingayo.",,
There is more stability in Uganda than in other countries.,Obutebenkevu bungi mu Uganda okusinga mu nsi endala.,,
The Uganda Martyrs that were killed were not only from the Buganda region,Abajulizi ba Uganda abattibwa baali tebava mu kitundu kya Buganda kyokka.,,
Good security in a country attracts tourists and investments.,Ebyokwerinda ebirungi mu ggwanga bisikiriza abalambuzi n'okusiga ensimbi.,,
When is the next football match?,Omupiira gw'ebigere oguddako gwa ddi?,,
Various people have different opinions concerning rerationships.,Abantu ab'enjawulo balina endowooza ez'enjawulo bwe kituuka ku by'omukwano.,,
Good builders need good quality construction materials to build a good house.,Abazimbi abalungi beetaaga ebizimbisibwa eby'omutindo omulungi okuzimba ennyumba ennungi.,,
Heavy rains destroyed people's property.,Enkuba ennyingi eyonoona ebintu by'abantu.,,
Newspapers can be bought anywhere and their prices are low.,Empapula z'amawulire zisobola okugulibwa awantu wonna era n'ebbeeyi yaago eri wansi.,,
By attending bride and groom events you get exposed to new things.,Okugenda ku mukolo gw'okubiiririra abafumbo omanya ebintu ebipya bingi.,,
Many people have been hurt by the police while it enforces law and order.,Abantu bangi balumiziddwa poliisi nga eteekesa mu nkola amateeka n'ebiragiro.,,
The role of the police is to keep law and order.,Omulimu gwa poliisi gwa kukuuma mateeka n'ebiragiro.,,
People with HIV are reminded to pick their medicine on time.,Abantu abalina akawuka akaleeta mukenenya bajjukizibwa okukima eddagala lyabwe mu budde.,,
Let us wait for the judge's ruling.,Ka tulinde ensala y'omulamuzi.,,
There are still loopholes in the registration of sim cards.,Wakyaliwo emiwaatwa mu kuwandiisa layini z'amasimu.,,
People committing crimes are increasing each year.,Abantu abazza emisango beeyongera buli mwaka.,,
Youths are now forming criminal gangs to torture civilians.,Abavubuka kati bagunjaawo bibinja mwe baddiza emisango okutulugunya abantu ba bulijjo.,,
Disagreements can always be solved.,Obutakkaanya bulijjo busobola okugonjoolwa .,,
Borders are going to be closed.,Ensalo zigenda kuggalwa.,,
We need to celebrate  this day.,Twetaaga okujaguza olunaku luno.,,
People will not be allowed to get half of their savings until they retire.,Abantu tebajja kukkirizibwa kufuna kitundu ku ssente ze batereka okutuusa nga bawummudde ku mirimu.,,
A new political party has been formed in Uganda with new colours and symbols.,Ekibiina ky'ebyobufuzi ekiggya kigunjiddwawo mu Uganda ne langi empya n'obubonero.,,
"if you are innocent, the police are obligated to rerease you.","Bw'oba toilna musango, poliisi kigikakatako okukuta.",,
"When you get old, you are expected to retire.",Bw'okula osuubirwa okuwummula.,,
The government should strengthen the police force in order to reduce crime.,Gavumenti yeetaaga okwongera amaanyi mu poliisi okusobola okukendeeza ku buzzi bw'emisango.,,
Most people buy newspapers after reading some interesting headlines.,Abantu bangi bagula empapula z'amawulire oluvannyuma lw'okusoma emitwe eginyuma.,,
The sanitation in Makerere university is lacking latery.,Obuyonjo mu ssetendekero wa Makerere abulamu nnyo,,
You need to hand over power to another person.,Weetaaga okuwaayo obuyinza eri omuntu omulala.,,
The youth were encouraged to work hard in order to earn a living.,Abavubuka baakubirizibwa okukola ennyo okusobola okufuna ssente.,,
I still have faith in Uganda's court system.,Nkyalina okukkiriza mu nkola ya kkooti za Uganda.,,
Government has been in land wrangles for a long time.,Gavumenti ebadde mu nkaayana z'ettaka okumala ebbanga eriwerako.,,
Every year the government gives a huge sum of money to political parties.,Buli mwaka gavumenti ewa ebibiina by'ebyobufuzi ssente nnyingi nnyo.,,
There is a rerationship between  Uganda and Israer.,Waliwo enkolagana wakati wa Uganda ne Israer.,,
